#词语 词类标记 词类名称 出现次数 频率 累积频率
捕鱼 v 动词 137 0.0014 86.6652
不问 v 动词 137 0.0014 86.6624
拧 v 动词 136 0.0014 86.759
胚胎 n 名词 136 0.0014 86.7492
一经 d 副词 136 0.0014 86.7506
书包 n 名词 136 0.0014 86.752
第六 m 数词 136 0.0014 86.7688
参数 n 名词 136 0.0014 86.7534
选拔 v 动词 136 0.0014 86.7464
肚皮 n 名词 136 0.0014 86.7548
未曾 d 副词 136 0.0014 86.7576
看清 v 动词 136 0.0014 86.7604
国土 n 名词 136 0.0014 86.7618
电台 n 名词 136 0.0014 86.7632
氢原子 n 名词 136 0.0014 86.7646
苯 n 名词 136 0.0014 86.766
失掉 v 动词 136 0.0014 86.7702
孵化 v 动词 136 0.0014 86.78
经营者 n 名词 136 0.0014 86.7814
寄生虫 n 名词 136 0.0014 86.7786
高产 n 名词 136 0.0014 86.7842
挡住 v 动词 136 0.0014 86.7856
一体 n 名词 136 0.0014 86.787
遗嘱 n 名词 136 0.0014 86.7884
通红 a 形容词 136 0.0014 86.7828
赞叹 v 动词 136 0.0014 86.7772
切断 v 动词 136 0.0014 86.7758
束 n 名词 136 0.0014 86.7674
电线 n 名词 136 0.0014 86.7744
公开 a 形容词 136 0.0014 86.773
畲族 ns 地名 136 0.0014 86.7716
宗 n 名词 136 0.0014 86.7478
狭 a 形容词 136 0.0014 86.7268
家具 n 名词 136 0.0014 86.7198
规划 v 动词 136 0.0014 86.7212
汁 n 名词 136 0.0014 86.7156
成正比 v 动词 136 0.0014 86.7044
派遣 v 动词 136 0.0014 86.717
音乐家 n 名词 136 0.0014 86.7226
焦点 n 名词 136 0.0014 86.7142
络 n 名词 136 0.0014 86.7128
信徒 n 名词 136 0.0014 86.7114
教义 n 名词 136 0.0014 86.71
胸脯 n 名词 136 0.0014 86.7086
疑问 n 名词 136 0.0014 86.7072
警告 v 动词 136 0.0014 86.7058
扰乱 v 动词 136 0.0014 86.7184
拚命 v 动词 136 0.0014 86.7352
条款 n 名词 136 0.0014 86.7436
点着 v 动词 136 0.0014 86.7422
利润率 n 名词 136 0.0014 86.7408
波斯 ns 地名 136 0.0014 86.7394
开垦 v 动词 136 0.0014 86.738
刻度 n 名词 136 0.0014 86.7254
吐出 v 动词 136 0.0014 86.7366
健全 v 动词 136 0.0014 86.7562
医药 n 名词 136 0.0014 86.724
唤起 v 动词 136 0.0014 86.7338
事后 nt 时间名词 136 0.0014 86.745
小路 n 名词 136 0.0014 86.731
朴素 a 形容词 136 0.0014 86.7296
高涨 v 动词 136 0.0014 86.7324
同化 v 动词 136 0.0014 86.7282
雷 n 名词 135 0.0014 86.822
不容 v 动词 135 0.0014 86.8192
大国 n 名词 135 0.0014 86.8248
葡萄糖 n 名词 135 0.0014 86.8262
生有 v 动词 135 0.0014 86.8276
决 d 副词 135 0.0014 86.829
类似 a 形容词 135 0.0014 86.8304
累 a 形容词 135 0.0014 86.8318
救济 v 动词 135 0.0014 86.8332
爬到 v 动词 135 0.0014 86.8346
替代 v 动词 135 0.0014 86.8374
临时 d 副词 135 0.0014 86.8472
船头 n 名词 135 0.0014 86.8458
侧重 v 动词 135 0.0014 86.8444
当兵 v 动词 135 0.0014 86.843
幼年 nt 时间名词 135 0.0014 86.8164
返 v 动词 135 0.0014 86.8416
铅笔 n 名词 135 0.0014 86.8206
南海 ns 地名 135 0.0014 86.8402
冲出 v 动词 135 0.0014 86.836
猛 d 副词 135 0.0014 86.8388
哄 v 动词 135 0.0014 86.8234
相反 c 连词 135 0.0014 86.815
据点 n 名词 135 0.0014 86.7926
垫 v 动词 135 0.0014 86.794
新式 a 形容词 135 0.0014 86.8024
怎 r 代词 135 0.0014 86.7954
副主席 n 名词 135 0.0014 86.7968
不平 a 形容词 135 0.0014 86.7982
流体 n 名词 135 0.0014 86.7996
文革 j 缩略语 135 0.0014 86.801
寨 n 名词 135 0.0014 86.7898
韵 n 名词 135 0.0014 86.8038
寺院 n 名词 135 0.0014 86.8052
传导 v 动词 135 0.0014 86.8066
投产 v 动词 135 0.0014 86.808
罢 v 动词 135 0.0014 86.8094
下面 n 名词 135 0.0014 86.8108
桂林 ns 地名 135 0.0014 86.8122
妇人 n 名词 135 0.0014 86.8178
勿 d 副词 135 0.0014 86.8136
光亮 n 名词 135 0.0014 86.7912
花钱 v 动词 134 0.0014 86.8766
数学家 n 名词 134 0.0014 86.906
张学良 nh 人名 134 0.0014 86.8808
不就 v 动词 134 0.0014 86.8836
个体户 n 名词 134 0.0014 86.8794
对外开放 v 动词 134 0.0014 86.885
勘探 v 动词 134 0.0014 86.8864
布 v 动词 134 0.0014 86.8878
市政府 ni 机构名 134 0.0014 86.8892
界 k 后接成分 134 0.0014 86.8906
商标 n 名词 134 0.0014 86.892
谜 n 名词 134 0.0014 86.9074
科学院 n 名词 134 0.0014 86.8948
油田 n 名词 134 0.0014 86.8962
偏见 n 名词 134 0.0014 86.8976
解开 v 动词 134 0.0014 86.899
指挥 n 名词 134 0.0014 86.9004
好听 a 形容词 134 0.0014 86.9018
祖宗 n 名词 134 0.0014 86.8934
穿着 n 名词 134 0.0014 86.9032
蔡 nhf 人名-姓 134 0.0014 86.9046
电视剧 n 名词 134 0.0014 86.8822
次序 n 名词 134 0.0014 86.8752
孙悟空 nh 人名 134 0.0014 86.8486
宴会 n 名词 134 0.0014 86.85
西风 n 名词 134 0.0014 86.8626
磁铁 n 名词 134 0.0014 86.8542
光子 n 名词 134 0.0014 86.8556
群落 n 名词 134 0.0014 86.857
厂房 n 名词 134 0.0014 86.8584
销售额 n 名词 134 0.0014 86.8598
变法 v 动词 134 0.0014 86.8612
轻声 n 名词 134 0.0014 86.8528
客观上 nl 处所名词 134 0.0014 86.864
包袱 n 名词 134 0.0014 86.8654
捆 v 动词 134 0.0014 86.8668
众 n 名词 134 0.0014 86.878
口头 n 名词 134 0.0014 86.8696
性情 n 名词 134 0.0014 86.8514
蒸 v 动词 134 0.0014 86.871
泛 v 动词 134 0.0014 86.8724
母体 n 名词 134 0.0014 86.8682
新旧 n 名词 134 0.0014 86.8738
华侨 n 名词 133 0.0014 86.9718
宁静 a 形容词 133 0.0014 86.9704
配子 n 名词 133 0.0014 86.969
当时 n 名词 133 0.0014 86.9788
党政 n 名词 133 0.0014 86.9676
潜在 a 形容词 133 0.0014 86.9662
尊 v 动词 133 0.0014 86.955
绝望 v 动词 133 0.0014 86.9648
高等教育 n 名词 133 0.0014 86.976
举动 n 名词 133 0.0014 86.962
储量 n 名词 133 0.0014 86.9606
钱 nhf 人名-姓 133 0.0014 86.9592
妹 n 名词 133 0.0014 86.9578
入侵 v 动词 133 0.0014 86.9564
陆军 n 名词 133 0.0014 86.9634
吸引力 n 名词 133 0.0014 86.9802
双 m 数词 133 0.0014 86.9914
其中 n 名词 133 0.0014 86.9928
生前 nt 时间名词 133 0.0014 86.99
绣 v 动词 133 0.0014 86.9956
联结 v 动词 133 0.0014 86.997
怒 v 动词 133 0.0014 86.9984
客观性 n 名词 133 0.0014 86.9998
压制 v 动词 133 0.0014 86.9942
权益 n 名词 133 0.0014 86.9088
无效 v 动词 133 0.0014 86.9886
犹豫 v 动词 133 0.0014 86.9732
分辨 v 动词 133 0.0014 86.9872
柳 n 名词 133 0.0014 86.9774
旱 a 形容词 133 0.0014 86.9858
大纲 n 名词 133 0.0014 86.9844
招生 v 动词 133 0.0014 86.983
美化 v 动词 133 0.0014 86.9816
经济制度 n 名词 133 0.0014 86.9746
逃走 v 动词 133 0.0014 86.9326
复 d 副词 133 0.0014 86.9256
豆 n 名词 133 0.0014 86.9242
学会 n 名词 133 0.0014 86.9158
链 n 名词 133 0.0014 86.9228
塘 n 名词 133 0.0014 86.9298
发展史 n 名词 133 0.0014 86.92
借口 n 名词 133 0.0014 86.9102
四化建设 i 习用语 133 0.0014 86.9116
弯 v 动词 133 0.0014 86.913
物种 n 名词 133 0.0014 86.9186
虽说 c 连词 133 0.0014 86.9144
遗传学 n 名词 133 0.0014 86.9172
一九七九 m 数词 133 0.0014 86.927
附加 v 动词 133 0.0014 86.9438
鹅 n 名词 133 0.0014 86.9522
越冬 v 动词 133 0.0014 86.9508
惊醒 v 动词 133 0.0014 86.9494
成语 n 名词 133 0.0014 86.948
沙滩 n 名词 133 0.0014 86.9466
共鸣 n 名词 133 0.0014 86.9452
漆 n 名词 133 0.0014 86.9312
面包 n 名词 133 0.0014 86.9424
棚 n 名词 133 0.0014 86.941
委屈 a 形容词 133 0.0014 86.9536
竟是 vl 联系动词 133 0.0014 86.9284
掩护 v 动词 133 0.0014 86.9396
赐 v 动词 133 0.0014 86.9382
经济核算 v 动词 133 0.0014 86.9368
忧郁 a 形容词 133 0.0014 86.9354
指明 v 动词 133 0.0014 86.934
疏 a 形容词 133 0.0014 86.9214
笼罩 v 动词 132 0.0014 87.039
集会 n 名词 132 0.0014 87.0474
沪 ns 地名 132 0.0014 87.0348
二十九 m 数词 132 0.0014 87.0306
航海 v 动词 132 0.0014 87.0362
乐观 a 形容词 132 0.0014 87.0376
黑夜 nt 时间名词 132 0.0014 87.0404
巴西 ns 地名 132 0.0014 87.0418
菩萨 n 名词 132 0.0014 87.0432
馒头 n 名词 132 0.0014 87.0446
贯穿 v 动词 132 0.0014 87.0488
脱下 v 动词 132 0.0014 87.0614
宏伟 a 形容词 132 0.0014 87.06
螺旋 n 名词 132 0.0014 87.0586
驾驶 v 动词 132 0.0014 87.0572
拉到 v 动词 132 0.0014 87.0558
保管 v 动词 132 0.0014 87.0544
以色列 ns 地名 132 0.0014 87.0516
前期 nt 时间名词 132 0.0014 87.046
智能 n 名词 132 0.0014 87.0502
精细 a 形容词 132 0.0014 87.053
永 d 副词 132 0.0014 87.032
来回 n 名词 132 0.0014 87.0264
恐怖 v 动词 132 0.0014 87.0054
战时 nt 时间名词 132 0.0014 87.004
优 a 形容词 132 0.0014 87.0138
浇 v 动词 132 0.0014 87.0068
未知 v 动词 132 0.0014 87.0082
词组 n 名词 132 0.0014 87.0096
祖父 n 名词 132 0.0014 87.011
写下 v 动词 132 0.0014 87.0124
资 n 名词 132 0.0014 87.0012
健壮 a 形容词 132 0.0014 87.0152
长官 n 名词 132 0.0014 87.0166
姊妹 n 名词 132 0.0014 87.018
单 d 副词 132 0.0014 87.0194
定量 v 动词 132 0.0014 87.0208
包干 v 动词 132 0.0014 87.0278
选定 v 动词 132 0.0014 87.0222
预计 v 动词 132 0.0014 87.0334
咧 u 助词 132 0.0014 87.0236
高地 n 名词 132 0.0014 87.0292
编写 v 动词 132 0.0014 87.025
租界 n 名词 132 0.0014 87.0026
照例 d 副词 131 0.0014 87.0936
支 n 名词 131 0.0014 87.1146
不堪 v 动词 131 0.0014 87.095
期货 n 名词 131 0.0014 87.0894
早日 d 副词 131 0.0014 87.0964
上衣 n 名词 131 0.0014 87.0978
刷 v 动词 131 0.0014 87.0992
婶 n 名词 131 0.0014 87.1006
核心 n 名词 131 0.0014 87.102
隐蔽 v 动词 131 0.0014 87.116
夏克明 nh 人名 131 0.0014 87.1048
进一步 d 副词 131 0.0014 87.1062
科学性 n 名词 131 0.0014 87.1076
成虫 n 名词 131 0.0014 87.109
委员长 n 名词 131 0.0014 87.1118
光电 n 名词 131 0.0014 87.1034
高级 f 区别词 131 0.0014 87.1132
蹬 v 动词 131 0.0014 87.1104
献 v 动词 131 0.0014 87.0922
旅长 n 名词 131 0.0014 87.0838
作过 v 动词 131 0.0014 87.0852
不全 a 形容词 131 0.0014 87.0726
灵敏 a 形容词 131 0.0014 87.0908
忠诚 a 形容词 131 0.0014 87.0656
看望 v 动词 131 0.0014 87.067
唯物论 n 名词 131 0.0014 87.0684
资产阶级革命 n 名词 131 0.0014 87.0698
凝视 v 动词 131 0.0014 87.0712
随便 d 副词 131 0.0014 87.0642
抚摸 v 动词 131 0.0014 87.074
骨骼 n 名词 131 0.0014 87.0754
小船 n 名词 131 0.0014 87.0768
庄 n 名词 131 0.0014 87.0782
身躯 n 名词 131 0.0014 87.088
俱 d 副词 131 0.0014 87.0796
库存 n 名词 131 0.0014 87.0628
光景 n 名词 131 0.0014 87.081
敏锐 a 形容词 131 0.0014 87.0824
就 v 动词 131 0.0014 87.0866
入学 v 动词 130 0.0014 87.1594
枕头 n 名词 130 0.0014 87.1496
自卫 v 动词 130 0.0014 87.1552
感受到 v 动词 130 0.0014 87.1566
氢氧化钠 n 名词 130 0.0014 87.1608
长出 v 动词 130 0.0014 87.1622
因 n 名词 130 0.0014 87.1636
排放 v 动词 130 0.0014 87.165
必要 d 副词 130 0.0014 87.1664
鼻孔 n 名词 130 0.0014 87.1678
宝贝 n 名词 130 0.0014 87.1692
重 q 量词 130 0.0014 87.1706
唤 v 动词 130 0.0014 87.172
主教 n 名词 130 0.0014 87.1734
开阔 a 形容词 130 0.0014 87.1762
小声 n 名词 130 0.0014 87.1916
飞来 v 动词 130 0.0014 87.1888
多层次 n 名词 130 0.0014 87.1874
扒 v 动词 130 0.0014 87.186
顺 a 形容词 130 0.0014 87.1846
法庭 n 名词 130 0.0014 87.1902
掠过 v 动词 130 0.0014 87.1832
流向 v 动词 130 0.0014 87.1818
私 n 名词 130 0.0014 87.1804
忍耐 v 动词 130 0.0014 87.179
有影响 v 动词 130 0.0014 87.1776
墨西哥 ns 地名 130 0.0014 87.1748
照相 v 动词 130 0.0014 87.158
瞎 v 动词 130 0.0014 87.1524
复制 v 动词 130 0.0014 87.13
人造卫星 n 名词 130 0.0014 87.1286
调到 v 动词 130 0.0014 87.1342
染色 v 动词 130 0.0014 87.1272
偶然性 n 名词 130 0.0014 87.1258
径流 n 名词 130 0.0014 87.1202
一块儿 n 名词 130 0.0014 87.1174
飞翔 v 动词 130 0.0014 87.1188
拥 v 动词 130 0.0014 87.1244
损耗 v 动词 130 0.0014 87.1216
翅 n 名词 130 0.0014 87.123
偶尔 d 副词 130 0.0014 87.1314
大叫 v 动词 130 0.0014 87.1356
右边 nd 方位名词 130 0.0014 87.137
喷出 v 动词 130 0.0014 87.1384
致富 v 动词 130 0.0014 87.1398
势能 n 名词 130 0.0014 87.1412
专利 n 名词 130 0.0014 87.1426
华北 ns 地名 130 0.0014 87.144
当场 v 动词 130 0.0014 87.1454
瓦 n 名词 130 0.0014 87.1468
行 q 量词 130 0.0014 87.1538
通用 v 动词 130 0.0014 87.1328
席 n 名词 130 0.0014 87.151
呼吁 v 动词 130 0.0014 87.1482
果断 a 形容词 129 0.0013 87.2319
胡适 nh 人名 129 0.0013 87.2267
惊异 a 形容词 129 0.0013 87.228
闺女 n 名词 129 0.0013 87.2293
罕见 a 形容词 129 0.0013 87.2384
想 vu 能愿动词 129 0.0013 87.2306
冶炼 v 动词 129 0.0013 87.2228
准 d 副词 129 0.0013 87.2332
季风 n 名词 129 0.0013 87.2345
进军 v 动词 129 0.0013 87.2358
西德 ns 地名 129 0.0013 87.241
咸 a 形容词 129 0.0013 87.2514
仇恨 n 名词 129 0.0013 87.2501
轻微 a 形容词 129 0.0013 87.2488
大多数 m 数词 129 0.0013 87.2475
枪声 n 名词 129 0.0013 87.2462
长城 n 名词 129 0.0013 87.2449
押 v 动词 129 0.0013 87.2436
那年 r 代词 129 0.0013 87.2423
经过 n 名词 129 0.0013 87.2202
锡 n 名词 129 0.0013 87.2371
造就 v 动词 129 0.0013 87.2241
旺 a 形容词 129 0.0013 87.2397
半夜 nt 时间名词 129 0.0013 87.2254
胸部 n 名词 129 0.0013 87.2189
炉子 n 名词 129 0.0013 87.1994
友人 n 名词 129 0.0013 87.1929
担 q 量词 129 0.0013 87.2007
对准 v 动词 129 0.0013 87.2046
八百 m 数词 129 0.0013 87.1981
命 v 动词 129 0.0013 87.1968
相对 v 动词 129 0.0013 87.1955
做饭 v 动词 129 0.0013 87.1942
话筒 n 名词 129 0.0013 87.202
日期 nt 时间名词 129 0.0013 87.2059
下乡 v 动词 129 0.0013 87.2072
尖 n 名词 129 0.0013 87.2085
想出 v 动词 129 0.0013 87.2098
解答 v 动词 129 0.0013 87.2215
洗澡 v 动词 129 0.0013 87.2124
辨认 v 动词 129 0.0013 87.2033
光滑 a 形容词 129 0.0013 87.2137
列 n 名词 129 0.0013 87.215
均衡 a 形容词 129 0.0013 87.2163
妥协 v 动词 129 0.0013 87.2176
贫 a 形容词 129 0.0013 87.2111
发电 v 动词 128 0.0013 87.2787
缝 v 动词 128 0.0013 87.2761
逻辑思维 n 名词 128 0.0013 87.2748
四海 nhs 人名-名 128 0.0013 87.2735
蕴藏 v 动词 128 0.0013 87.2722
佩服 v 动词 128 0.0013 87.2709
满 d 副词 128 0.0013 87.2696
范 nhf 人名-姓 128 0.0013 87.2683
以南 nd 方位名词 128 0.0013 87.267
平 v 动词 128 0.0013 87.2657
尊敬 a 形容词 128 0.0013 87.2527
女真 ns 地名 128 0.0013 87.2631
现阶段 nt 时间名词 128 0.0013 87.2618
分钟 nt 时间名词 128 0.0013 87.2605
方才 d 副词 128 0.0013 87.2592
以北 nd 方位名词 128 0.0013 87.2579
维修 v 动词 128 0.0013 87.2566
趋 v 动词 128 0.0013 87.2553
法官 n 名词 128 0.0013 87.254
民歌 n 名词 128 0.0013 87.2813
深 n 名词 128 0.0013 87.2774
归来 v 动词 128 0.0013 87.2644
匪 n 名词 128 0.0013 87.3008
集资 v 动词 128 0.0013 87.3047
欣赏者 n 名词 128 0.0013 87.3164
中农 n 名词 128 0.0013 87.3034
等候 v 动词 128 0.0013 87.2982
回 vd 趋向动词 128 0.0013 87.306
自豪 a 形容词 128 0.0013 87.3073
德育 n 名词 128 0.0013 87.3086
下属 n 名词 128 0.0013 87.3099
美国人 n 名词 128 0.0013 87.3112
值班 v 动词 128 0.0013 87.3125
悬挂 v 动词 128 0.0013 87.3138
车厢 n 名词 128 0.0013 87.3151
茶叶 n 名词 128 0.0013 87.3021
一线 n 名词 128 0.0013 87.2969
水珠 n 名词 128 0.0013 87.2956
一家人 n 名词 128 0.0013 87.2943
机车 n 名词 128 0.0013 87.293
转为 v 动词 128 0.0013 87.2917
程 n 名词 128 0.0013 87.2904
水蒸气 n 名词 128 0.0013 87.2891
迫 v 动词 128 0.0013 87.2878
领事 n 名词 128 0.0013 87.2865
特殊性 n 名词 128 0.0013 87.2852
老大 n 名词 128 0.0013 87.2839
马车 n 名词 128 0.0013 87.28
侦查 v 动词 128 0.0013 87.2826
进化论 n 名词 128 0.0013 87.2995
日记 n 名词 127 0.0013 87.3528
内脏 n 名词 127 0.0013 87.3502
倾听 v 动词 127 0.0013 87.3554
荧光屏 n 名词 127 0.0013 87.3567
党委书记 n 名词 127 0.0013 87.358
快去 v 动词 127 0.0013 87.3593
喊声 n 名词 127 0.0013 87.3606
敌军 n 名词 127 0.0013 87.3619
误解 v 动词 127 0.0013 87.3632
笔记 n 名词 127 0.0013 87.3645
不只是 v 动词 127 0.0013 87.3658
沉积物 n 名词 127 0.0013 87.3671
双眼 n 名词 127 0.0013 87.3697
灵活性 n 名词 127 0.0013 87.3801
人民日报 n 名词 127 0.0013 87.3788
关上 v 动词 127 0.0013 87.3775
挺 v 动词 127 0.0013 87.3762
指 n 名词 127 0.0013 87.3749
量子力学 n 名词 127 0.0013 87.3736
烈士 n 名词 127 0.0013 87.3684
换句话说 i 习用语 127 0.0013 87.371
判 v 动词 127 0.0013 87.3814
鳃 n 名词 127 0.0013 87.3476
康有为 nh 人名 127 0.0013 87.3723
冷冷 a 形容词 127 0.0013 87.3515
心上 nl 处所名词 127 0.0013 87.3541
音调 n 名词 127 0.0013 87.3463
电容器 n 名词 127 0.0013 87.3294
鲤鱼 n 名词 127 0.0013 87.332
事例 n 名词 127 0.0013 87.3268
摇晃 v 动词 127 0.0013 87.3255
空白 n 名词 127 0.0013 87.3242
锁 n 名词 127 0.0013 87.3229
问世 v 动词 127 0.0013 87.3216
嫁接 v 动词 127 0.0013 87.3203
特意 d 副词 127 0.0013 87.319
特地 d 副词 127 0.0013 87.3177
握住 v 动词 127 0.0013 87.3281
郊区 n 名词 127 0.0013 87.3333
留学 v 动词 127 0.0013 87.3346
山路 n 名词 127 0.0013 87.3359
独立 a 形容词 127 0.0013 87.3372
水下 nl 处所名词 127 0.0013 87.3385
热水 n 名词 127 0.0013 87.3398
战 n 名词 127 0.0013 87.3489
固执 a 形容词 127 0.0013 87.3411
金明 nh 人名 127 0.0013 87.3307
气愤 v 动词 127 0.0013 87.3424
何等 d 副词 127 0.0013 87.3437
猎 v 动词 127 0.0013 87.345
主语 n 名词 126 0.0013 87.4386
万分 d 副词 126 0.0013 87.4256
预言 v 动词 126 0.0013 87.4178
熔点 n 名词 126 0.0013 87.4191
低下 v 动词 126 0.0013 87.4204
民事 n 名词 126 0.0013 87.4217
彼 r 代词 126 0.0013 87.423
代理人 n 名词 126 0.0013 87.4334
交错 v 动词 126 0.0013 87.4243
摆 n 名词 126 0.0013 87.4152
封建制度 n 名词 126 0.0013 87.4269
发芽 v 动词 126 0.0013 87.4282
汽油 n 名词 126 0.0013 87.4295
踏上 v 动词 126 0.0013 87.4308
互补 v 动词 126 0.0013 87.436
十一月 nt 时间名词 126 0.0013 87.449
粘液 n 名词 126 0.0013 87.4477
咽 v 动词 126 0.0013 87.4464
山峰 n 名词 126 0.0013 87.4451
实验 v 动词 126 0.0013 87.4438
海带 n 名词 126 0.0013 87.4425
总 n 名词 126 0.0013 87.4399
颇为 d 副词 126 0.0013 87.4373
大王 n 名词 126 0.0013 87.4321
辞职 v 动词 126 0.0013 87.4347
准 a 形容词 126 0.0013 87.4412
不正之风 i 习用语 126 0.0013 87.4113
抗议 v 动词 126 0.0013 87.3944
射出 v 动词 126 0.0013 87.397
嚼 v 动词 126 0.0013 87.4126
所 p 介词 126 0.0013 87.3918
逆 v 动词 126 0.0013 87.4165
内蒙古 ns 地名 126 0.0013 87.3905
一伙 mq 数量 126 0.0013 87.3892
攀 v 动词 126 0.0013 87.3827
协同 v 动词 126 0.0013 87.3879
离去 v 动词 126 0.0013 87.3866
不理 v 动词 126 0.0013 87.3853
剖面 n 名词 126 0.0013 87.384
疙瘩 n 名词 126 0.0013 87.3931
散布 v 动词 126 0.0013 87.3983
真实性 n 名词 126 0.0013 87.3996
诗意 n 名词 126 0.0013 87.4009
在场 v 动词 126 0.0013 87.4022
啄木鸟 n 名词 126 0.0013 87.4139
吸烟 v 动词 126 0.0013 87.4048
稀少 a 形容词 126 0.0013 87.3957
堵 v 动词 126 0.0013 87.4061
下部 nd 方位名词 126 0.0013 87.4074
永久 a 形容词 126 0.0013 87.4087
不耐烦 i 习用语 126 0.0013 87.41
接连 d 副词 126 0.0013 87.4035
梳 v 动词 125 0.0013 87.4906
胡耀邦 nh 人名 125 0.0013 87.4919
于 nhf 人名-姓 125 0.0013 87.4932
根系 n 名词 125 0.0013 87.4945
邻近 v 动词 125 0.0013 87.5062
尊严 n 名词 125 0.0013 87.4958
压抑 v 动词 125 0.0013 87.4867
东欧 ns 地名 125 0.0013 87.4971
新人 n 名词 125 0.0013 87.4984
暂 d 副词 125 0.0013 87.4997
结算 v 动词 125 0.0013 87.501
各界 n 名词 125 0.0013 87.5023
芭蕾 n 名词 125 0.0013 87.5036
各方 n 名词 125 0.0013 87.5088
标语 n 名词 125 0.0013 87.5218
右派 n 名词 125 0.0013 87.5205
纳税 v 动词 125 0.0013 87.5192
高校 j 缩略语 125 0.0013 87.5179
未经 v 动词 125 0.0013 87.5166
女婿 n 名词 125 0.0013 87.5153
里头 nd 方位名词 125 0.0013 87.5231
遗憾 v 动词 125 0.0013 87.514
半封建 n 名词 125 0.0013 87.5127
瑞典 ns 地名 125 0.0013 87.5114
闪闪 a 形容词 125 0.0013 87.5101
中美 j 缩略语 125 0.0013 87.5049
稻田 n 名词 125 0.0013 87.5075
全心全意 i 习用语 125 0.0013 87.4893
会员 n 名词 125 0.0013 87.4711
宽阔 a 形容词 125 0.0013 87.4685
开除 v 动词 125 0.0013 87.4594
管道 n 名词 125 0.0013 87.488
牛奶 n 名词 125 0.0013 87.4633
修复 v 动词 125 0.0013 87.4503
不得 d 副词 125 0.0013 87.4607
现出 v 动词 125 0.0013 87.4646
计划生育 i 习用语 125 0.0013 87.4581
口里 nl 处所名词 125 0.0013 87.4568
捡 v 动词 125 0.0013 87.4555
多样化 v 动词 125 0.0013 87.4542
生理学 n 名词 125 0.0013 87.4529
手脚 n 名词 125 0.0013 87.4516
做梦 v 动词 125 0.0013 87.462
况且 c 连词 125 0.0013 87.4763
消亡 v 动词 125 0.0013 87.4841
民主政治 n 名词 125 0.0013 87.4828
透 v 动词 125 0.0013 87.4815
曹操 nh 人名 125 0.0013 87.4802
